Sample	posterior	likelihood	prior	Tree.t:simulated_data_A.CFheight	Tree.t:simulated_data_A.CFlength	Tree.t:simulated_data_A.nConv	Tree.t:simulated_data_A.nUselessConvs	Tree.t:simulated_data_A.meanEdgeLength	Tree.t:simulated_data_A.meanDepartureHeight	Tree.t:simulated_data_A.locus.simulated_data_A.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomEndSite	popFinalSize.t:simulated_data_A	popGrowthRate.t:simulated_data_A
1660000	-21369.347470667624	-20935.66568200619	-433.681788661434	3.45807454781611	17.780992953205633	21	0	0.6609044213287184	0.7011998926412362	335.2857142857143	228.0	1831.142857142857	2165.4285714285716	1752.0	167.0	516.2857142857143	156.65	1845.142857142857	2360.4285714285716	0.0	934.0	5.871249440581662	0.39838440218842053
1661000	-21375.96482980733	-20927.68995226238	-448.27487754495024	3.714285609726047	18.907518706827595	21	0	0.5783251690784065	0.8535019349298919	797.7777777777778	236.94117647058823	1496.7777777777778	2293.5555555555557	454.0	4027.0	327.0	154.27777777777777	1557.8333333333333	1883.8333333333333	145.0	1652.0	6.907095212388924	0.5384167243640968
1662000	-21286.89259447445	-20926.450324380472	-360.44227009397974	3.574446713720152	19.28412892923285	16	0	0.9533739611365297	0.8724055994788565	556.0	315.25	1805.375	2360.375	136.0	2288.0	359.375	235.9	1626.375	1984.75	971.0	2838.0	6.044195837269939	0.5056230312076753
1663000	-21257.151151205533	-20931.936590762012	-325.2145604435225	3.6460519846310073	18.034111295473004	15	0	0.8203165319226461	0.7961418023225091	265.125	263.625	2336.875	2601.0	4388.0	2555.0	443.57142857142856	254.5	2440.285714285714	2882.8571428571427	2716.0	4563.0	5.290376231040744	0.4093345638429058
1664000	-21278.03839744536	-20932.223404710963	-345.8149927343991	3.6577716936942424	18.841319513718645	16	0	0.7427540317149365	0.7888718049113101	334.5	192.14285714285714	1808.2	2141.7	2068.0	2258.0	440.5	212.22222222222223	2390.3333333333335	2829.8333333333335	4384.0	4999.0	6.457986133299709	0.6671482924398203
1665000	-21329.650705955763	-20926.113984410942	-403.53672154482103	4.1138272006855665	20.165396011746974	19	0	0.6574477251676678	1.0824309840581607	386.125	240.3	2171.0	2556.125	1752.0	4843.0	508.45454545454544	195.94444444444446	1725.2727272727273	2232.7272727272725	1317.0	142.0	5.080064020982693	0.3550212146591033
1666000	-21390.211937234235	-20934.09574501666	-456.1161922175758	3.4854593635729416	18.077311821685534	23	0	0.6068597338753137	1.1265304517758923	333.0769230769231	154.73684210526315	2218.076923076923	2550.153846153846	4233.0	401.0	376.8	239.41666666666666	2370.7	2746.5	1317.0	4376.0	5.6093651272767	0.5952100542406429
1667000	-21452.186043262358	-20937.960610754817	-514.2254325075427	3.8824830510794315	19.54604942191755	25	0	0.8303021213143279	1.2292215209937962	370.7142857142857	128.0	2349.214285714286	2718.9285714285716	2603.0	1175.0	371.72727272727275	158.6875	2543.5454545454545	2914.2727272727275	57.0	4999.0	6.401418296363101	0.4124367212079412
1668000	-21454.719628634288	-20934.91804974606	-519.8015788882301	3.842884199399818	19.63675154805553	25	0	0.8301914623327918	1.2988838268635314	632.2222222222222	215.375	1991.5555555555557	2622.777777777778	1752.0	3080.0	391.375	135.39285714285714	1967.6875	2358.0625	0.0	2140.0	5.813461837451464	0.42442489742890915
1669000	-21254.984348339505	-20927.679688593547	-327.3046597459595	3.944230578846027	19.493309219715623	15	0	0.6511412129303372	1.0543402332905771	499.42857142857144	330.22222222222223	1727.5714285714287	2226.0	4232.0	1798.0	443.75	239.0	1499.75	1942.5	0.0	727.0	5.650027322996699	0.4624622114782721
1670000	-21377.852567298018	-20933.271508788064	-444.58105850995196	3.709851766020162	18.85246546263008	22	0	0.6465753424977339	1.4261466036220436	494.85714285714283	339.77777777777777	2081.4285714285716	2575.285714285714	727.0	4999.0	404.46666666666664	135.30769230769232	2199.2	2602.6666666666665	260.0	4657.0	4.056966696045521	0.4914150458755371
1671000	-21267.98473596209	-20933.310707257253	-334.67402870483795	3.4348718414002897	17.798146180618065	15	0	0.8312166176446316	0.4534923113148122	474.6666666666667	297.5	2473.6666666666665	2947.3333333333335	978.0	2292.0	320.1111111111111	188.45454545454547	2503.5555555555557	2822.6666666666665	1663.0	4999.0	5.923407763587501	0.5473946186461099
1672000	-21229.13261275236	-20936.993880878057	-292.13873187430266	3.7930497627676307	18.854352320045155	13	0	0.7455007537930606	1.0519734544631807	246.5	206.85714285714286	1846.1666666666667	2091.6666666666665	479.0	922.0	398.0	181.55555555555554	2672.1428571428573	3069.1428571428573	2683.0	4966.0	5.923407763587501	0.5698378899550941
1673000	-21295.737746618386	-20930.496647352655	-365.24109926573055	3.582642664506578	18.212987102623053	18	0	0.7399437725397413	1.0907182283825754	422.85714285714283	372.85714285714283	2541.5714285714284	2963.4285714285716	4650.0	2532.0	357.09090909090907	188.07142857142858	2082.090909090909	2438.181818181818	3416.0	167.0	7.1084566940596705	0.7238474716682539
1674000	-21258.165997938053	-20930.572003898982	-327.59399403907105	3.7001530373137523	19.39983857835216	14	0	0.9317012100237273	0.6614945143646588	420.0	253.0909090909091	2297.375	2716.375	1864.0	1060.0	392.5	259.7142857142857	2367.1666666666665	2758.6666666666665	4384.0	4999.0	11.241632796140632	0.8831201595350564
1675000	-21306.20635025249	-20936.135665230806	-370.07068502168516	3.918293696177349	19.734824530750917	17	0	0.6940826287289454	0.9277706208667085	431.75	247.66666666666666	2673.0	3103.75	3088.0	4999.0	268.44444444444446	143.0	2127.6666666666665	2395.1111111111113	74.0	3251.0	12.665648008109136	1.044418453787878
1676000	-21282.965118348555	-20930.00999656916	-352.9551217793965	3.7712462947372885	18.664959890437288	16	1	0.8667926420098105	1.3623139048621042	588.5	277.26666666666665	2725.0	3312.5	4177.0	3787.0	381.6666666666667	221.625	1944.8333333333333	2325.5	4384.0	664.0	9.747131998329714	0.6905300555919692
1677000	-21241.01490853657	-20923.853252933288	-317.1616556032833	3.846530677542766	19.608235152783436	14	0	0.9324930776559154	0.9955609684671197	404.57142857142856	200.0909090909091	2090.714285714286	2494.285714285714	2076.0	2597.0	340.57142857142856	191.11111111111111	2175.8571428571427	2515.4285714285716	158.0	2830.0	8.464942372990262	0.761788585257417
1678000	-21335.80566631276	-20934.308856769094	-401.49680954366823	4.042616435312106	19.79358267246141	19	1	0.8257561569483606	0.8344004701429854	619.1111111111111	222.07692307692307	1860.0	2478.1111111111113	3146.0	4667.0	331.1	170.46153846153845	1995.8	2325.9	4904.0	245.0	9.44173147156595	0.5437181131337896
1679000	-21226.41313428243	-20929.729765922402	-296.68336836002794	3.9033153022213565	19.026178477479156	13	0	0.6393895789895775	1.0544048323721358	719.0	340.6666666666667	1700.6666666666667	2418.6666666666665	3198.0	1577.0	294.85714285714283	198.5	1974.4285714285713	2268.285714285714	1537.0	1543.0	5.625071387957064	0.4023237020606981
1680000	-21331.019768558886	-20931.398053123932	-399.6217154349557	3.8451474173654434	19.51228603627664	19	0	0.7065497487518287	1.1093328843013843	293.55555555555554	128.6875	2064.3333333333335	2356.8888888888887	3058.0	3285.0	521.5	227.26666666666668	1919.3	2439.8	134.0	1698.0	10.03063796704256	0.8163904255109862
1681000	-21441.754806753255	-20926.294885031806	-515.4599217214491	3.811037676221273	19.5427761167509	25	0	0.6577141447672937	1.2572416818967505	418.25	226.8235294117647	2375.3333333333335	2792.5833333333335	3717.0	1527.0	377.61538461538464	161.3	2002.3846153846155	2379.0	912.0	3299.0	6.018028711392105	0.6605635707313343
1682000	-21275.815803912177	-20931.51924472886	-344.2965591833155	3.4614247973267203	19.174256937980985	16	0	0.6753285039348548	1.1276339610181068	420.77777777777777	270.09090909090907	1506.3333333333333	1926.111111111111	647.0	99.0	389.0	169.5	1728.2857142857142	2116.285714285714	2582.0	635.0	10.228872944834157	0.8230856114120801
1683000	-21321.957194587267	-20926.322956758315	-395.63423782895006	3.5600443655522196	18.65462013120614	19	0	0.551124555953149	1.3496863522916827	525.3333333333334	176.3	3305.6666666666665	3830.0	3953.0	2290.0	527.2857142857143	197.54545454545453	1481.5714285714287	2007.857142857143	2395.0	2902.0	7.223003273875527	0.6843765573017253
1684000	-21255.666698201585	-20924.13037633897	-331.53632186261706	3.6230981889832576	18.925324532075663	15	0	0.6931526765656394	0.6735577972613223	518.7	232.73333333333332	2717.8	3235.5	1765.0	3272.0	409.8	215.14285714285714	2321.6	2730.4	4384.0	4433.0	6.177732279249468	0.5764221504490066
1685000	-21262.071185684945	-20924.312535820834	-337.75864986411193	3.8044214023400387	19.580826449866073	16	1	0.7033920878006769	0.9005499281291182	597.375	286.09090909090907	1834.375	2430.75	477.0	587.0	321.25	191.4	2832.5	3152.75	4406.0	4999.0	5.616739480552457	0.5154195563988798
1686000	-21349.111468256004	-20927.497081487105	-421.6143867688993	3.588142185661751	19.105516397434684	20	0	0.6517852915731824	0.8496106071345126	453.09090909090907	183.16666666666666	2296.4545454545455	2748.5454545454545	1761.0	1770.0	439.6666666666667	222.25	2698.1111111111113	3136.777777777778	148.0	2376.0	8.055819365325704	0.5767225182358684
1687000	-21182.776544273423	-20935.686591343343	-247.08995293008044	3.554728432073251	18.932352322398735	10	0	0.9187952951661764	0.7558372775934532	488.5	488.5	1348.5	1836.0	0.0	169.0	514.5	363.85714285714283	2029.1666666666667	2542.6666666666665	2686.0	2842.0	5.303981514160532	0.43302977653744595
1688000	-21329.659137807386	-20923.845213604414	-405.8139242029702	3.7807114646522675	19.21564288177153	20	1	0.7274801610555426	1.135479135451674	432.7	312.9166666666667	2711.5	3143.2	2950.0	3696.0	514.5	189.3125	1804.0	2317.5	2675.0	1547.0	6.946211510351529	0.6382968737872046
1689000	-21294.62528981698	-20927.779720557664	-366.8455692593145	3.5220020290446423	18.673328955617393	17	0	0.578793281832092	1.0701466426898578	455.25	455.25	2201.5	2655.75	3394.0	3284.0	465.61538461538464	180.33333333333334	2100.0	2564.6153846153848	975.0	1987.0	5.52188858340661	0.7254240207937076
1690000	-21247.83999224114	-20927.563287504614	-320.27670473652694	3.4893894800600163	18.293495470727827	14	0	0.6482358459195193	0.9998165568539326	717.6	277.625	1502.8	2219.4	130.0	3270.0	670.2222222222222	307.5	1837.0	2506.222222222222	772.0	1923.0	9.671316420150514	1.0175432143194354
1691000	-21204.49009202767	-20929.84367151985	-274.64642050782	3.5141832481123774	19.16639272504155	12	0	0.6296163704786839	0.788883130960977	386.8333333333333	295.14285714285717	1088.1666666666667	1474.0	1755.0	1351.0	466.3333333333333	278.625	1898.6666666666667	2364.0	2671.0	2220.0	9.280238616225246	1.0175432143194354
1692000	-21312.577272012026	-20926.796147331574	-385.7811246804505	3.5696829152162457	19.03511534751667	18	0	0.6227942961220432	1.3007511394907592	544.6666666666666	223.69230769230768	2473.3333333333335	3017.0	3203.0	3160.0	423.6666666666667	197.21428571428572	1985.5555555555557	2408.222222222222	4402.0	704.0	9.280238616225246	0.7152273868157132
1693000	-21252.328099428418	-20930.08735243023	-322.24074699818885	3.4677152011599794	17.812514735754792	14	0	0.7232195039762036	0.8832465897719721	510.5	228.08333333333334	2414.625	2924.125	2668.0	4859.0	367.0	204.625	2497.5	2863.5	24.0	4999.0	7.8093454747098106	0.8952303120533707
1694000	-21359.15943971196	-20926.208165885553	-432.95127382640453	4.055031514326601	20.310021589484485	21	1	0.7576729304360225	1.1571980758145943	401.27272727272725	181.375	1538.3636363636363	1938.6363636363637	1768.0	325.0	366.7	155.4	1637.5	2003.2	2732.0	108.0	6.325449600048552	0.3440095026849572
1695000	-21384.064761977486	-20926.239632016353	-457.8251299611322	3.7418213850574706	19.49386905585262	23	0	0.6514837916769567	1.2289966133188408	421.4375	169.96296296296296	2555.9375	2976.375	4097.0	1560.0	352.0	204.75	2571.4285714285716	2922.4285714285716	4408.0	2869.0	6.14027324807242	0.43445159508176073
1696000	-21371.40548752161	-20939.894732277404	-431.51075524420474	3.9975754746999614	19.847150507369303	22	0	0.6479725935034216	1.5750243835400453	316.35714285714283	210.38888888888889	1991.4285714285713	2306.785714285714	1797.0	3278.0	394.5	137.66666666666666	2019.125	2412.625	2792.0	4904.0	4.521929907455645	0.5802174510977449
1697000	-21317.361759085234	-20929.140893135816	-388.2208659494168	3.6295937531416316	18.550155761679505	19	0	0.6007287438201949	0.9672055517765501	530.0	285.6923076923077	2209.0	2738.0	3986.0	2774.0	467.9	281.25	1500.3	1967.2	2721.0	4216.0	5.72217771111802	0.548000552080031
1698000	-21298.918112038482	-20930.107379175934	-368.81073286254974	3.7713022134573877	19.498877133192572	17	1	0.843179948176152	0.8318221140972094	616.1666666666666	415.14285714285717	2518.5	3133.6666666666665	4492.0	4709.0	381.90909090909093	195.2	2009.1818181818182	2390.090909090909	2707.0	1440.0	6.454719754882867	0.5526958370177742
1699000	-21305.861790706855	-20925.722184115646	-380.13960659120886	3.937499332074424	19.269711515612087	18	0	0.6945750625171045	1.0322242074496895	383.1818181818182	170.2941176470588	2446.181818181818	2828.3636363636365	2114.0	4085.0	373.57142857142856	211.55555555555554	2390.1428571428573	2762.714285714286	164.0	678.0	7.576501086607582	0.6650394815167989
1700000	-21367.959524315535	-20923.058947312747	-444.900577002786	3.7533621248174094	18.86269612026473	21	0	0.7684411557590338	0.9208778745165572	607.4545454545455	213.0	2146.818181818182	2753.2727272727275	3214.0	2873.0	513.7	237.71428571428572	2139.2	2651.9	744.0	2212.0	7.465378390804455	0.5860079477899791
1701000	-21213.862657302274	-20924.00084605607	-289.8618112462031	3.604483543600776	18.472144553864	13	0	0.7578882896607563	0.9949691990336825	507.85714285714283	240.6	2276.0	2782.8571428571427	454.0	4440.0	399.8333333333333	214.85714285714286	1334.6666666666667	1733.5	169.0	2841.0	6.897911225796243	0.6140408798969509
1702000	-21253.35328790134	-20923.817369069362	-329.5359188319797	3.7246064951431546	19.063116754961587	15	0	0.8101769305329931	1.3107278070623625	518.5	267.5	2472.0	2989.5	4489.0	1930.0	444.57142857142856	216.44444444444446	2799.4285714285716	3243.0	0.0	4999.0	8.54850528117048	0.7222387668215827
1703000	-21349.631105793185	-20936.032241098816	-413.59886469437066	3.6381146766942933	18.357147030724924	20	0	0.6549862045504626	1.0776491862217297	359.8181818181818	165.125	1667.4545454545455	2026.2727272727273	2196.0	1552.0	411.77777777777777	200.46153846153845	1921.0	2331.777777777778	612.0	736.0	6.556561300316949	0.6274560268474538
1704000	-21321.284654002837	-20939.802246770912	-381.48240723192396	3.631150915303457	19.115219026330998	18	0	0.7699784907591434	1.0163455177317262	338.44444444444446	191.76923076923077	1986.111111111111	2323.5555555555557	1153.0	4304.0	337.77777777777777	170.0	2069.1111111111113	2405.8888888888887	4066.0	4113.0	7.182617394767745	0.5000524577356766
1705000	-21304.761394671605	-20930.000056368146	-374.7613383034572	3.6895130054653777	19.26791501720576	17	0	0.9162406531036164	0.970878407069551	369.54545454545456	137.35294117647058	1801.2727272727273	2169.818181818182	2292.0	1315.0	423.0	187.66666666666666	1420.5	1842.5	171.0	736.0	5.798132316836734	0.5000524577356766
1706000	-21282.262267580852	-20929.352872734344	-352.9093948465088	3.9487500806198947	19.61440963341235	16	0	0.6929168803303584	0.9201533101194256	458.14285714285717	220.44444444444446	2235.714285714286	2692.8571428571427	1805.0	1944.0	345.44444444444446	166.46153846153845	1321.3333333333333	1665.7777777777778	857.0	4999.0	5.70826008046131	0.6612186319748375
1707000	-21287.77658098178	-20931.62872408195	-356.14785689982943	3.988027719199832	19.72772884159932	17	0	0.3589088272821336	0.8662895331509128	385.6	195.33333333333334	1931.3	2315.9	1170.0	3663.0	535.5714285714286	286.9	1390.857142857143	1925.4285714285713	2721.0	2866.0	6.52014619286838	0.909106448061695
1708000	-21247.01391093891	-20925.310732474893	-321.7031784640155	3.8222224054278064	19.52903202318569	15	1	0.42001669008149917	1.1014793470760433	500.0	245.125	1689.4	2188.4	415.0	3288.0	438.4	186.30769230769232	1491.2	1928.6	2453.0	3021.0	7.475694204533928	1.0100880827323913
1709000	-21267.256345237005	-20929.433274004576	-337.82307123243055	3.7386831921336072	18.93478689468822	16	0	0.5229164288769284	0.8401915546241742	443.125	177.15384615384616	1295.125	1737.25	406.0	2281.0	435.0	146.1818181818182	1625.625	2059.625	4783.0	4999.0	5.449803150132161	0.7028201525694828
1710000	-21217.497483592895	-20928.0304324345	-289.4670511583945	4.004031207039958	19.989365117178693	13	0	0.3967256280374896	1.1280967838485156	544.375	183.07692307692307	1298.375	1841.75	376.0	588.0	551.0	366.6666666666667	2145.6	2695.6	2704.0	4223.0	7.313777764804146	0.7324652928428542
1711000	-21302.748483377625	-20933.80022855704	-368.9482548205868	3.7627130326928953	18.238643320664284	18	0	0.3363267447004853	0.9464502529262526	490.55555555555554	227.26666666666668	2643.777777777778	3133.3333333333335	363.0	1937.0	309.44444444444446	155.0	2612.1111111111113	2920.5555555555557	3298.0	3328.0	5.666561469689015	0.8020251322330626
1712000	-21270.732466613135	-20927.626451310633	-343.1060153025014	3.728655272791485	19.28189706532018	16	0	0.4820217163723984	1.0277662223005906	627.7	272.3529411764706	1971.5	2598.2	1156.0	897.0	632.0	315.0	1820.3333333333333	2451.3333333333335	2683.0	2824.0	5.666561469689015	0.5986465195059892
1713000	-21290.500958905097	-20931.198944012584	-359.3020148925148	3.686602033089501	18.457894381946407	18	0	0.33212430167025525	1.058537547691971	553.125	251.28571428571428	2307.875	2860.0	1174.0	3288.0	321.1	175.16666666666666	1926.0	2246.1	4410.0	708.0	4.589927484299204	0.5006523678083873
1714000	-21233.854747634483	-20923.82472840441	-310.03001923007514	3.7535513071002002	18.931047804123523	14	0	0.546532713792848	0.463816177266493	367.6666666666667	289.7142857142857	2747.3333333333335	3114.0	4454.0	1502.0	353.625	157.8181818181818	2258.0	2610.625	2695.0	2843.0	4.853670590324804	0.6115572628678186
1715000	-21303.04171546621	-20925.71246543822	-377.32925002798834	3.869435493120571	18.909104614601244	19	0	0.5270575663722602	1.3700657744173708	285.7142857142857	285.7142857142857	2374.8571428571427	2659.5714285714284	0.0	76.0	363.1666666666667	161.0	2030.1666666666667	2392.3333333333335	4410.0	2827.0	6.033712007686555	0.6748104558162703
1716000	-21291.655668362422	-20930.64410643921	-361.0115619232139	3.5937998814495824	19.159996182760484	17	0	0.526372292110822	0.950104035298523	471.85714285714283	322.8888888888889	2426.1428571428573	2897.0	1770.0	1026.0	350.6	156.125	2661.3	3010.9	171.0	736.0	8.091041188899085	0.7774788668925138
1717000	-21282.42638238673	-20930.464131251574	-351.96225113515675	3.5510577409753243	18.157148851091932	18	0	0.5075118564854928	1.1950463622657557	378.7142857142857	279.3333333333333	2711.714285714286	3089.4285714285716	4860.0	3288.0	339.0	142.86666666666667	2245.6363636363635	2583.6363636363635	4493.0	4703.0	6.039862800865184	0.7774788668925138
1718000	-21319.00523140594	-20930.460807488686	-388.5444239172537	3.5299372910219198	18.530390737181527	19	0	0.5164531273287296	0.8194399123636157	364.46153846153845	170.85	2065.6153846153848	2429.076923076923	717.0	1128.0	443.8333333333333	305.14285714285717	2108.6666666666665	2551.5	1862.0	4140.0	8.064121113065461	1.024496540410643
1719000	-21264.697793502764	-20928.15495066042	-336.5428428423427	3.627056434293878	18.475049938222167	16	1	0.7068108291519272	0.7771504672679341	368.8888888888889	273.8888888888889	2546.222222222222	2914.1111111111113	3546.0	3305.0	403.14285714285717	197.22222222222223	2187.1428571428573	2589.285714285714	1285.0	686.0	9.501822453595729	0.9677988060046565
1720000	-21304.932910117703	-20926.474128862596	-378.4587812551081	3.639428577265891	18.287532341572366	18	1	0.729231826205427	0.43358863079193527	351.1666666666667	204.2	2670.6666666666665	3020.8333333333335	996.0	1138.0	382.8333333333333	179.375	1953.3333333333333	2335.1666666666665	4426.0	133.0	9.709832385497704	0.8942201899701302
1721000	-21205.084487158998	-20928.2355570997	-276.8489300593007	3.575509740721824	18.62358440102102	12	0	0.6680462539037495	0.35733536688957274	485.6	298.0	2293.2	2777.8	1772.0	2283.0	341.7142857142857	142.27272727272728	2740.0	3080.714285714286	4675.0	690.0	9.709832385497704	0.8082322626290929
1722000	-21275.16627832572	-20925.44743729434	-349.718841031378	3.7569824798070846	18.98590047359368	16	0	0.7567058768600621	0.8363956582417675	484.77777777777777	213.85714285714286	2274.0	2757.777777777778	2789.0	3118.0	386.85714285714283	193.8	2230.0	2615.8571428571427	3464.0	3940.0	9.822063570971276	0.95781085072318
1723000	-21302.417812076186	-20927.712252495374	-374.70555958081343	3.4487322652467096	18.44979180539115	18	0	0.6530066746506284	0.45827205557035466	487.72727272727275	197.5	2461.5454545454545	2948.2727272727275	2652.0	1961.0	346.57142857142856	217.125	1459.857142857143	1805.4285714285713	0.0	2860.0	11.322304263037902	1.1526148875764246
1724000	-21323.352029130096	-20932.512693802528	-390.83933532756873	3.581202086055416	17.762044051868052	20	0	0.7014654488768237	0.6687653441799115	397.3333333333333	191.92857142857142	2671.222222222222	3067.5555555555557	1287.0	1552.0	310.8181818181818	154.5	1732.6363636363637	2042.4545454545455	2611.0	1382.0	9.3494711430735	0.9198963592893723
1725000	-21355.767800510654	-20922.913513357402	-432.8542871532507	3.439518930757704	17.65674468227013	22	2	0.6557491053398687	0.7845114578029571	326.0833333333333	186.42857142857142	2253.0833333333335	2578.1666666666665	619.0	4362.0	442.1	206.30769230769232	2066.7	2507.8	2696.0	4999.0	6.651626878860311	0.745069312373333
1726000	-21407.323776354093	-20926.07552245968	-481.2482538944115	3.8520913568912025	19.707289935997824	25	1	0.7054326052679234	1.1825814961866974	386.6	139.2173913043478	2640.0666666666666	3025.6666666666665	4916.0	4999.0	358.3	191.33333333333334	2387.2	2744.5	4988.0	3713.0	8.576801003483162	0.745069312373333
1727000	-21341.035969781813	-20922.988253734162	-418.04771604765125	3.745904548562055	19.329660512736776	21	0	0.5210872912207825	0.9360696739828688	304.625	222.7	3029.125	3332.75	697.0	4232.0	366.0	159.10526315789474	2672.230769230769	3037.230769230769	4273.0	2852.0	6.191065074151314	0.745069312373333
1728000	-21343.879837343844	-20921.094157128264	-422.7856802155787	3.7293066208373946	19.52618048379028	21	1	0.6987919139082018	0.9489512241536631	448.22222222222223	225.0909090909091	2697.6666666666665	3144.8888888888887	4904.0	2646.0	328.25	174.125	1622.4166666666667	1949.6666666666667	1636.0	148.0	8.306465749076947	0.7393042050606623
1729000	-21273.579658437924	-20921.01166524647	-352.5679931914538	3.779502591649806	19.415947048957285	16	0	0.7502292118348237	0.6318302035019592	431.2	336.5	2495.2	2925.4	4904.0	4999.0	455.3636363636364	183.94444444444446	2098.090909090909	2552.4545454545455	0.0	2890.0	6.683625480261776	0.7857255220019681
1730000	-21311.22827390984	-20928.222269898462	-383.0060040113803	3.485474589494645	17.598544359251893	19	1	0.5511144239889552	0.6129876171036968	326.3	225.91666666666666	2707.3	3032.6	812.0	4666.0	393.77777777777777	183.85714285714286	1635.4444444444443	2028.2222222222222	4388.0	1943.0	6.954996412599441	0.7532121259535944
1731000	-21361.086339513084	-20921.359190623367	-439.727148889715	3.6041753254943116	18.9245825734261	23	0	0.4209362489727275	1.0097793407176694	482.0	195.66666666666666	2233.1428571428573	2714.1428571428573	1563.0	233.0	340.77777777777777	139.85714285714286	2192.5555555555557	2532.3333333333335	4578.0	2866.0	6.506126855328286	0.9332177273429747
1732000	-21305.840843192636	-20925.70587618059	-380.1349670120456	3.70723611502719	17.839270531740702	20	2	0.46219603343579213	0.7593657760816148	352.375	277.8888888888889	2612.5	2963.875	4904.0	3987.0	435.6666666666667	254.92307692307693	1586.1666666666667	2020.8333333333333	1851.0	2379.0	6.050095258611394	0.8699768977251351
1733000	-21393.231662978356	-20933.26405598143	-459.9676069969258	3.7465519488043677	19.224053632341743	24	1	0.5862985776871548	1.1333002599212592	261.15384615384613	148.625	2551.923076923077	2812.076923076923	1343.0	2293.0	463.45454545454544	197.52941176470588	2154.818181818182	2617.2727272727275	4433.0	666.0	7.994034293541863	0.7896861181515218
1734000	-21306.632342043213	-20929.75726962688	-376.8750724163334	3.5260994467881694	18.511641120443272	19	0	0.6348282463175604	0.9173721212239286	297.125	204.4	2822.375	3118.5	4983.0	1290.0	294.54545454545456	150.5	1835.090909090909	2128.6363636363635	0.0	666.0	6.082444017289509	0.6629156815447176
1735000	-21383.529977283666	-20927.055778744983	-456.47419853868155	3.74614605780421	19.1431682091193	23	1	0.6378296847889466	0.9174027872225372	422.3333333333333	206.6153846153846	1946.3333333333333	2367.6666666666665	1831.0	2051.0	451.35714285714283	225.21052631578948	2262.9285714285716	2713.285714285714	3470.0	104.0	11.915421767084961	1.0859013432461686
1736000	-21290.283692115965	-20925.294277659246	-364.98941445671915	3.903129503079668	19.50494196670654	17	0	0.45535232376141166	0.7236485786097204	344.125	182.0	1946.875	2290.0	3200.0	3285.0	477.8888888888889	273.3076923076923	1901.888888888889	2378.777777777778	4148.0	4005.0	12.173771302151579	1.0859013432461686
1737000	-21271.19003382088	-20925.72182528645	-345.4682085344293	3.7170552232664487	18.636038358092854	16	0	0.5859250016343635	0.6232804312673313	429.3333333333333	429.3333333333333	2798.1666666666665	3226.5	1795.0	2294.0	336.3	196.92307692307693	2194.8	2530.1	4408.0	1756.0	11.395075203013363	1.018199305222267
1738000	-21310.512464638065	-20925.533663370778	-384.97880126728876	3.4187901703069508	18.243976123055518	19	0	0.5329796686693536	0.961275614832771	465.77777777777777	265.9230769230769	2542.0	3006.777777777778	3281.0	3285.0	372.3	201.28571428571428	2181.0	2552.3	3505.0	682.0	9.364111965990293	0.7771773671796757
1739000	-21316.396775099645	-20929.571435643433	-386.82533945621157	4.047295818507135	18.969387312720468	19	2	0.6431650793677215	1.284317915568326	540.0	199.5	2806.0	3345.0	2018.0	2294.0	493.0	234.7	2262.25	2754.25	4408.0	3842.0	9.364111965990293	0.7907518014136493
1740000	-21391.269233455674	-20928.856923304447	-462.4123101512283	3.7633288422626627	18.955274480748677	23	0	0.6176274303014366	1.2200703770463015	429.22222222222223	302.8181818181818	3148.1111111111113	3576.3333333333335	1772.0	1565.0	347.0	119.26086956521739	2740.214285714286	3086.214285714286	1691.0	1881.0	8.826525523276215	0.7767287583066025
1741000	-21232.060925609545	-20924.88920066256	-307.1717249469839	3.319056606727797	17.43899467402174	14	0	0.5061570291652816	0.556963561659612	485.3333333333333	332.2857142857143	2234.5	2718.8333333333335	3200.0	1565.0	295.375	168.8181818181818	1435.375	1729.75	249.0	198.0	6.955880784455452	0.5339685511910488
1742000	-21240.34211953438	-20927.162095294887	-313.18002423949224	3.517926178859681	18.919941185731947	15	0	0.5884881827308205	0.8035515721792592	315.5	217.1	2482.75	2797.25	4981.0	809.0	350.14285714285717	197.55555555555554	1622.142857142857	1971.2857142857142	714.0	2861.0	12.212408849438994	1.0949544900863304
1743000	-21251.3982131715	-20924.49173624777	-326.9064769237273	3.892465092430559	19.17114312921788	16	0	0.5243584865245389	1.00205373459971	347.1666666666667	337.8333333333333	2953.0	3299.1666666666665	1772.0	4999.0	243.2	131.53846153846155	1633.4	1875.6	131.0	2861.0	11.314020878037695	1.0949544900863304
