Sample	posterior	likelihood	prior	Tree.t:UUNS01000001.CFheight	Tree.t:UUNS01000001.CFlength	Tree.t:UUNS01000001.nConv	Tree.t:UUNS01000001.nUselessConvs	Tree.t:UUNS01000001.meanEdgeLength	Tree.t:UUNS01000001.meanDepartureHeight	Tree.t:UUNS01000001.locus.UUNS01000001.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000001.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000001.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000001.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000001.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000001.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000002.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000002.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000002.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000002.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000002.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000002.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000012.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000012.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000012.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000012.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000012.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000012.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000014.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000014.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000014.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000014.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000014.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000014.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000015.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000015.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000015.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000015.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000015.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000015.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000017.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000017.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000017.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000017.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000017.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000017.randomEndSite	popFinalSize.t:UUNS01000001	popGrowthRate.t:UUNS01000001
0	-2626.241452724586	-2613.054870988513	-13.186581736073311	0.7542787556065768	2.983644517961701	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0	0.1
1000	-2699.145604066916	-2512.3884062374855	-186.7571978294306	13.257564751587026	26.83104528698026	12	0	0.9854433051779908	4.704847464354386	215.4	109.75	465.0	679.4	0.0	1085.0	NaN	NaN	NaN	NaN	NaN	NaN	300.8	72.16666666666667	44.2	344.0	0.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.5	35.0	0.0	53.5	0.0	69.0	3.189771395785779	0.11186037141134549
2000	-2703.6596357239414	-2513.813640054987	-189.84599566895423	15.113569870351796	31.463762889556747	15	2	0.9137724926815013	8.298578675071306	422.0	217.6	382.75	803.75	0.0	137.0	NaN	NaN	NaN	NaN	NaN	NaN	248.75	86.6	61.5	309.25	0.0	423.0	7.0	7.0	2.0	8.0	2.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	62.8	35.0	7.2	69.0	0.0	69.0	4.000849123718693	0.055372034601078673
3000	-2938.119806970025	-2496.707762163671	-441.41204480635423	33.45746430776581	67.39830073250255	36	6	1.4690751727229783	14.287418364961265	238.33333333333334	56.94736842105263	536.75	774.0833333333334	940.0	1054.0	25.0	49.0	24.0	48.0	48.0	48.0	233.625	72.16666666666667	175.25	407.875	343.0	432.0	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	48.166666666666664	23.333333333333332	12.166666666666666	59.333333333333336	0.0	69.0	7.147714720612645	0.04887118117190642
4000	-2735.140647895019	-2504.427744902904	-230.71290299211478	17.86218110226147	36.258249434837715	16	2	0.9298680458371769	8.557878909514375	342.7142857142857	79.75	504.85714285714283	846.5714285714286	379.0	245.0	48.0	48.0	1.0	48.0	1.0	48.0	271.0	193.0	162.0	432.0	47.0	432.0	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	52.0	35.0	18.0	69.0	0.0	69.0	5.951654986276439	0.06755259342765761
5000	-2757.366786486961	-2503.403210466455	-253.96357602050568	24.30118506791565	49.415425300040724	21	1	1.350112298553898	11.293066857962296	353.14285714285717	117.8	704.7142857142857	1056.857142857143	497.0	1060.0	31.75	24.5	17.25	48.0	21.0	48.0	275.0	144.33333333333334	119.66666666666667	393.6666666666667	359.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	14.666666666666666	8.0	0.0	13.666666666666666	0.0	11.0	56.5	35.0	13.5	69.0	0.0	69.0	5.91942699615505	0.053961788182391376
6000	-2745.4767830393903	-2497.6299385543925	-247.84684448499794	19.007480855682196	38.84833909388244	18	0	4.16208195736812	9.874654929046862	397.75	143.33333333333334	719.0	1115.75	949.0	1065.0	49.0	49.0	0.0	48.0	0.0	48.0	211.25	43.3	59.25	269.5	0.0	90.0	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	9.61563278258767	0.03887986592637966
7000	-2844.9100646853285	-2495.322864343253	-349.5872003420753	36.89718407643136	74.68131856080649	32	7	2.187692039529213	16.097165624763168	263.1666666666667	120.125	564.3333333333334	826.5	974.0	1177.0	34.0	24.5	0.0	33.0	0.0	48.0	203.75	86.6	87.625	290.375	346.0	232.0	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	8.492039411672556	0.028631583140621877
8000	-2584.8836530142567	-2498.7915176447646	-86.09213536949191	6.233628819519336	13.079262585395892	6	0	9.56278188597121	2.8689855067977974	536.5	536.5	531.5	1067.0	0.0	957.0	49.0	49.0	0.0	48.0	0.0	48.0	145.0	145.0	0.0	144.0	0.0	144.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	10.263940519502784	0.020815505255816977
9000	-2597.119265621858	-2503.9181862137234	-93.20107940813469	5.426476028064134	11.858891816553477	7	0	8.567948848723853	2.8241385993275707	955.0	955.0	0.0	954.0	0.0	954.0	45.0	45.0	4.0	48.0	4.0	48.0	420.5	216.5	0.0	419.5	0.0	407.0	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	10.001196730273794	0.03081634812563718
10000	-2577.6239068071973	-2504.3673196591462	-73.256587148051	5.1816504867297395	11.169032895854995	5	0	11.387211851362167	1.555971485948531	953.0	953.0	0.0	952.0	0.0	952.0	27.0	27.0	0.0	26.0	0.0	26.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	13.33128683101025	0.0343372223309156
11000	-2560.812390922234	-2490.797210756822	-70.01518016541182	2.31233928259898	5.165241574291445	4	0	24.229924569555426	1.0576644167034877	951.0	951.0	0.0	950.0	0.0	950.0	NaN	NaN	NaN	NaN	NaN	NaN	166.0	166.0	0.0	165.0	0.0	165.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	24.13583326230532	0.03134018802562407
12000	-2578.59850214883	-2492.6381657155425	-85.96033643328752	4.158918089256954	8.806004624325665	3	0	32.79979880025848	1.3595910936096363	522.5	317.3333333333333	392.5	914.0	0.0	877.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.0	43.0	8.0	50.0	8.0	50.0	40.46378009601874	0.0292465392785938
13000	-2558.626152144709	-2490.122378276375	-68.50377386833408	1.6839000092934404	3.926184351753884	3	0	25.129437458580565	0.7216646948064023	591.5	316.6666666666667	33.0	623.5	66.0	949.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	22.854046174829936	0.020791458596673675
14000	-2557.1951819873443	-2488.2572728772657	-68.93790911007882	1.3533022352161448	3.2798186680622856	3	0	29.928245778049902	0.9022112633752867	458.0	359.3333333333333	350.0	807.0	0.0	295.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.965275511052818	0.015088704015845495
15000	-2538.1962848377393	-2493.2588653620915	-44.937419475647886	0.7521740306524032	1.8600174146021669	2	0	28.014821859711493	0.6130087917265049	940.0	940.0	0.0	939.0	0.0	939.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.43926191265658	0.009824919607355716
16000	-2544.7443731612007	-2493.0096615957086	-51.734711565492006	2.9078346795099677	7.1569948416852185	2	0	48.0879302675931	2.247982354682007	937.0	937.0	0.0	936.0	0.0	936.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	20.316821341969867	0.012449742501681462
17000	-2546.819739710696	-2488.201375916266	-58.618363794429925	2.4659587243184844	5.31157200075245	2	0	44.10041315200219	1.1623099133294723	936.0	936.0	0.0	935.0	0.0	935.0	NaN	NaN	NaN	NaN	NaN	NaN	18.0	18.0	415.0	432.0	415.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.30819635202937	0.015757603809069983
18000	-2567.804041289207	-2487.769984564826	-80.03405672438112	3.671147069514483	7.765096011159524	4	0	18.580008158519078	1.4866844627918951	930.0	930.0	0.0	929.0	0.0	929.0	NaN	NaN	NaN	NaN	NaN	NaN	298.0	144.33333333333334	103.0	400.0	0.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	39.41516139938633	0.02042304827209681
19000	-2573.2250719130175	-2486.6078092958587	-86.61726261715889	4.098271107437479	8.56764122970777	6	1	25.593111944961446	2.2660789927720772	573.0	464.0	0.0	572.0	0.0	217.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	32.516769794356065	0.01622428477496957
20000	-2553.080798681432	-2491.547073263084	-61.53372541834822	5.221524969469163	11.03347738462914	3	0	30.551289168091184	2.9392611144310337	934.0	934.0	0.0	933.0	0.0	933.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	23.88618700194854	0.023301461168430328
21000	-2549.4106123807824	-2487.32288810856	-62.0877242722224	4.227281424407096	8.75268234636261	3	0	39.943741170559996	3.8656717953804907	942.0	942.0	0.0	941.0	0.0	941.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	25.694177790861403	0.018501548242482548
22000	-2563.795181250832	-2489.2334735102872	-74.56170774054456	2.7907643159100326	6.260758028635138	5	0	18.83316264513575	1.407763708634005	952.0	952.0	0.0	951.0	0.0	951.0	18.0	18.0	0.0	17.0	0.0	17.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	10.968186784987202	0.011289525418440503
23000	-2545.284296778392	-2488.188835600727	-57.09546117766496	3.161187164486922	6.801336841668667	3	0	29.349252682498815	1.1650510221081525	954.0	954.0	0.0	953.0	0.0	953.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	20.9267914738527	0.008313321261942199
24000	-2577.8758187588155	-2486.9964356591563	-90.8793830996592	4.588363075331853	9.575122439754118	5	0	35.44171460709356	2.6081288993175766	774.5	317.3333333333333	81.0	854.5	0.0	758.0	49.0	49.0	0.0	48.0	0.0	48.0	433.0	433.0	0.0	432.0	0.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	26.617808507533624	0.00893245320462718
25000	-2551.5487254014465	-2482.3878417809774	-69.16088362046915	2.4600275640773694	5.549890000112524	3	0	55.09255966935486	1.1240826724659314	513.0	513.0	550.0	1062.0	1100.0	947.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	54.44868728950453	0.009951889318972082
26000	-2552.553189068036	-2486.1405645174746	-66.41262455056129	1.0087736591827683	3.032163695678388	3	0	62.15245251476071	0.4033697230109304	938.0	938.0	0.0	937.0	0.0	937.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	37.0	37.0	0.0	36.0	0.0	36.0	39.62750243209544	0.005482031416274692
27000	-2575.924836409542	-2481.720644298159	-94.20419211138277	3.2742555662420147	6.7505349718046785	5	0	38.775201037802695	2.4120997295146376	523.0	523.0	537.5	1059.5	1075.0	942.0	NaN	NaN	NaN	NaN	NaN	NaN	107.0	107.0	22.0	128.0	22.0	128.0	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	34.474324963996494	0.0032479210175479227
28000	-2542.753426457826	-2481.3097938663705	-61.44363259145555	2.8319139588937037	6.185927973277	3	0	54.35573634001788	0.8238089397758305	945.0	945.0	0.0	944.0	0.0	944.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	36.686287880492415	0.005083604101063623
29000	-2554.636615058405	-2478.555736491992	-76.08087856641305	1.8515436120528814	4.3243923936262885	4	0	58.443708263284115	0.7247987636593659	493.5	493.5	571.0	1063.5	0.0	1177.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	27.95977112854678	0.005273724337490564
30000	-2570.691433995482	-2480.658640067368	-90.03279392811375	3.5745697121163342	7.377010064060679	6	1	34.8911323076775	1.3587879784583017	951.0	951.0	0.0	950.0	0.0	950.0	49.0	49.0	0.0	48.0	0.0	48.0	58.0	58.0	0.0	57.0	0.0	57.0	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	19.544031141399213	0.0026942957830341585
31000	-2638.6436454318828	-2484.656900647713	-153.9867447841696	9.522072845762867	19.798569518810936	11	2	30.897895960144513	3.633488405913698	410.0	475.5	0.0	409.0	0.0	163.0	37.0	37.0	0.0	36.0	0.0	36.0	433.0	433.0	0.0	432.0	0.0	432.0	9.0	9.0	0.0	8.0	0.0	8.0	12.666666666666666	8.0	0.0	11.666666666666666	0.0	5.0	70.0	70.0	0.0	69.0	0.0	69.0	33.87278506123328	0.0015255406243610725
32000	-2557.582567628622	-2481.6445415426037	-75.9380260860184	2.844360486792296	5.992035338717531	5	0	44.530764839393356	0.9023167569208812	951.0	951.0	0.0	950.0	0.0	950.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	20.766473636113272	0.001390991477386667
33000	-2555.610520716231	-2483.1269189352897	-72.48360178094121	1.4011385973738149	3.310762768330046	3	0	61.333285990181054	0.5167227451837563	504.0	504.0	557.5	1060.5	0.0	1165.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	24.309385991665522	9.400874556376796E-4
34000	-2534.814151380006	-2480.5471140574505	-54.267037322555396	1.4844815857732172	3.442377537236505	2	0	92.2359196778039	1.3290785696359537	955.0	955.0	0.0	954.0	0.0	954.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	38.80626399425002	8.555523336297386E-4
35000	-2560.33795507545	-2481.445066701078	-78.89288837437213	2.7228157840299665	6.161101756881941	4	1	71.77224243513668	1.6886508641531783	495.0	495.0	538.5	1032.5	0.0	888.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	58.06533455255741	8.87082464609796E-4
36000	-2534.715882033028	-2478.348469866739	-56.36741216628895	1.9620542202874212	4.346795846718211	2	0	111.08389614269045	0.20037505802584082	887.0	887.0	0.0	886.0	0.0	886.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	54.19791795677721	9.662776152269499E-4
37000	-2549.4394121124706	-2476.4210044270494	-73.01840768542108	1.0205513683559708	2.4800249775000163	3	0	152.59084734532894	0.6060516738059224	887.0	887.0	0.0	886.0	0.0	886.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	54.0	54.0	16.0	69.0	16.0	69.0	71.24667583080212	0.0012129266888890767
38000	-2539.60974930694	-2478.7213683210416	-60.8883809858983	1.4527791126937413	3.1386393895073685	2	0	253.2206258048894	0.28600723094356834	884.0	884.0	0.0	883.0	0.0	883.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	71.49410829948468	7.887155265207169E-4
39000	-2599.617308860666	-2477.5837198574823	-122.03358900318399	1.0026780620153135	3.2129636955479626	6	1	161.2034828489616	0.33428278375983006	349.6666666666667	504.0	517.0	865.6666666666666	501.0	879.0	36.0	24.5	0.0	35.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	71.50243021499037	6.853778024196823E-4
40000	-2538.784117735735	-2488.9227620111396	-49.86135572459547	0.5454321102435595	1.8797752982822804	1	0	206.60711868790685	0.2861310550400036	872.0	872.0	0.0	871.0	0.0	871.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.62678365444941	0.0012628731285110658
41000	-2567.31251880869	-2479.1503911652158	-88.16212764347425	0.9153457288179392	2.3976274501633474	4	1	104.67460918950385	0.3414298046457835	476.5	476.5	439.5	915.0	879.0	974.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	127.84104098513998	0.001450661768336966
42000	-2531.0973745791202	-2480.56660746122	-50.53076711790028	0.9617034072379739	2.109932049290204	1	0	309.7778903909842	0.9562559507692522	859.0	859.0	0.0	858.0	0.0	858.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.80298216858056	0.0013703839420327066
43000	-2539.573684170605	-2478.1791919545226	-61.3944922160824	2.1787248490561857	4.513698122317418	2	0	236.32582029355575	1.0969273550139074	861.0	861.0	0.0	860.0	0.0	860.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	104.75130311988814	0.0010948517416635385
44000	-2542.533886611819	-2483.845678690654	-58.68820792116504	2.509297705863564	5.4743007119414	2	0	117.79035419447057	1.203227410352266	904.0	904.0	0.0	903.0	0.0	903.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.63941505734469	0.002331703781770415
45000	-2539.0574421088654	-2480.4094410535918	-58.64800105527354	1.5798202621255033	4.031163262006477	2	0	164.7315780113778	1.270422624830328	900.0	900.0	0.0	899.0	0.0	899.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	69.74877752789727	0.0037259590691277856
46000	-2559.190637439255	-2486.1170850326466	-73.07355240660843	1.4791582096509164	4.326281773698858	4	0	77.304846378474	0.5015714683583146	903.0	903.0	0.0	902.0	0.0	902.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	62.21830991471015	0.003057077548829692
47000	-2574.0569435010298	-2484.00656949933	-90.05037400169958	2.9890488607934413	6.56364802978057	4	0	119.98446407375792	1.20925914094154	909.0	909.0	0.0	908.0	0.0	908.0	21.0	21.0	0.0	20.0	0.0	20.0	117.0	117.0	0.0	116.0	0.0	116.0	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.83914292026116	0.002824820104631673
48000	-2578.8698235955862	-2479.6670324599368	-99.2027911356496	2.5822532502713176	5.377394402748494	4	1	86.736209337275	0.6555749423719648	432.6666666666667	301.6666666666667	178.66666666666666	610.3333333333334	284.0	904.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	76.92904631112063	0.0030768391060622844
49000	-2544.574874408256	-2479.8883981420013	-64.68647626625476	3.463076333541768	7.661316590355523	2	0	261.37545704511564	0.905088568009248	909.0	909.0	0.0	908.0	0.0	908.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	71.55193468177106	0.0028404592591923707
50000	-2580.456720961919	-2479.7535781700362	-100.70314279188278	1.3847796352578399	3.3084356443532816	5	0	243.53641877302488	1.130269236338537	911.0	911.0	0.0	910.0	0.0	910.0	49.0	49.0	0.0	48.0	0.0	48.0	125.0	125.0	0.0	124.0	0.0	124.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	132.6114768938425	0.0022290786656591916
51000	-2541.842625741566	-2477.0896480165256	-64.75297772504035	2.7269979689389303	5.682977215367194	2	0	318.9059376528336	0.6569887022212441	920.0	920.0	0.0	919.0	0.0	919.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	120.77154904782138	0.001980800558422907
52000	-2547.8207965645147	-2474.1859531101563	-73.63484345435835	1.411113364337078	3.1348646442706425	3	0	143.56273888996955	0.6334819818076934	501.0	501.0	554.5	1054.5	1109.0	1177.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	63.28630485904943	0.0020430158435436876
53000	-2548.6314221587627	-2479.5760060406265	-69.05541611813607	3.230991773609816	6.852451397431098	3	0	145.93608337323505	0.6551675220624601	938.0	938.0	0.0	937.0	0.0	937.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	82.53070305859367	0.00229836515841768
