Sample	posterior	likelihood	prior	Tree.t:UUNS01000001.CFheight	Tree.t:UUNS01000001.CFlength	Tree.t:UUNS01000001.nConv	Tree.t:UUNS01000001.nUselessConvs	Tree.t:UUNS01000001.meanEdgeLength	Tree.t:UUNS01000001.meanDepartureHeight	Tree.t:UUNS01000001.locus.UUNS01000001.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000001.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000001.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000001.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000001.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000001.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000002.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000002.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000002.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000002.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000002.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000002.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000012.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000012.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000012.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000012.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000012.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000012.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000014.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000014.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000014.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000014.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000014.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000014.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000015.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000015.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000015.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000015.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000015.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000015.randomEndSite	Tree.t:UUNS01000001.locus.UUNS01000017.meanTractLength	Tree.t:UUNS01000001.locus.UUNS01000017.meanRegionLength	Tree.t:UUNS01000001.locus.UUNS01000017.meanStartSite	Tree.t:UUNS01000001.locus.UUNS01000017.meanEndSite	Tree.t:UUNS01000001.locus.UUNS01000017.randomStartSite	Tree.t:UUNS01000001.locus.UUNS01000017.randomEndSite	popFinalSize.t:UUNS01000001	popGrowthRate.t:UUNS01000001
436000	-2596.4192991134787	-2484.4208986803533	-111.9984004331253	3.630652239747473	7.972335504500389	7	1	73.70948566517124	1.8178541445667002	526.6666666666666	322.6666666666667	368.0	893.6666666666666	1104.0	893.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	52.44847643863944	0.0018751587481142594
437000	-2609.9495537777457	-2483.451705064591	-126.49784871315465	4.904380637833705	10.155735562261858	7	1	67.95705978533327	2.702080343444429	462.0	296.3333333333333	326.5	787.5	653.0	888.0	20.0	20.0	29.0	48.0	29.0	48.0	433.0	433.0	0.0	432.0	0.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	65.5	70.0	0.0	64.5	0.0	69.0	39.413539401868455	0.002891847934960921
438000	-2567.6197730599733	-2480.345513768781	-87.27425929119231	2.818674266245551	5.942231710705618	4	1	106.56503766718637	1.6164432409225271	508.5	296.3333333333333	144.5	652.0	0.0	888.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	52.02017402795665	0.0026954396032869044
439000	-2595.2070451730433	-2481.528476337608	-113.67856883543541	4.72850618665288	9.971772327417947	6	0	58.28970303748969	1.8845742717494067	483.0	483.0	556.0	1038.0	0.0	899.0	15.0	15.0	0.0	14.0	0.0	14.0	3.0	3.0	369.0	371.0	369.0	371.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	43.55733831656156	0.0028868605982342666
440000	-2555.890192350801	-2483.72114352763	-72.16904882317111	5.130518934518002	11.080422525842302	4	0	52.278471370692735	1.921558766053719	900.0	900.0	0.0	899.0	0.0	899.0	NaN	NaN	NaN	NaN	NaN	NaN	433.0	433.0	0.0	432.0	0.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	24.2245087811241	0.002616571977855929
441000	-2537.911722152903	-2483.9892479426903	-53.92247421021281	2.219042309929509	4.644647437691854	2	0	91.77856336775815	1.65332093952882	900.0	900.0	0.0	899.0	0.0	899.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	29.304204242706778	0.0018281642149348078
442000	-2567.13671083815	-2482.660900048719	-84.47581078943102	4.0253163964739995	8.74685431481485	4	0	60.7002434601347	1.667410384059399	902.0	902.0	0.0	901.0	0.0	901.0	NaN	NaN	NaN	NaN	NaN	NaN	117.0	117.0	136.5	252.5	0.0	73.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	36.4767266144503	0.0024013854517846004
443000	-2564.168767597541	-2485.396550800079	-78.77221679746187	2.3313668792000595	5.191365287647082	4	0	36.73063017705568	1.1709700521480046	552.0	304.6666666666667	326.5	877.5	653.0	842.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.916542022918193	0.0012492189270693716
444000	-2531.374846728644	-2483.85087250031	-47.52397422833441	2.729351071871793	5.712384883705317	1	0	148.271140266721	0.12802889275930213	914.0	914.0	0.0	913.0	0.0	913.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.035879609134035	0.0013773533357869456
445000	-2804.749326611185	-2485.8156752437417	-318.9336513674433	17.670778166861748	35.805005299426014	20	6	30.610065418471414	7.407443919319053	415.9	196.33333333333334	316.5	731.4	848.0	618.0	NaN	NaN	NaN	NaN	NaN	NaN	251.4	108.25	120.2	370.6	0.0	432.0	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	43.333333333333336	23.333333333333332	4.666666666666667	47.0	0.0	3.0	30.24885098215199	0.0020765904290948115
446000	-2548.8802756609753	-2481.5580447442962	-67.32223091667896	2.8488390464687545	6.554377174040319	3	0	50.56930970486072	1.1274079164849617	917.0	917.0	0.0	916.0	0.0	916.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	37.0	37.0	33.0	69.0	33.0	69.0	35.291314422850526	0.0012878999440498415
447000	-2584.6126698003104	-2481.1192117752103	-103.49345802510014	2.655396464813786	5.856553067996824	5	0	42.83275030414629	0.8258389382711216	413.6666666666667	231.75	5.0	417.6666666666667	0.0	926.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	37.0	37.0	33.0	69.0	33.0	69.0	60.70908564262464	0.001803198649822655
448000	-2548.27375021631	-2478.291478004246	-69.98227221206373	1.39970180384796	3.5590238783008434	3	0	95.20387842713255	0.3980262539868609	925.0	925.0	0.0	924.0	0.0	924.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	37.0	37.0	33.0	69.0	33.0	69.0	56.540962751367616	0.002834009745127123
449000	-2595.762520236194	-2481.1947671688076	-114.56775306738639	4.451455312512087	9.873966512163209	6	0	47.271487837043104	2.163086887357823	515.0	312.6666666666667	413.0	927.0	826.0	917.0	NaN	NaN	NaN	NaN	NaN	NaN	327.0	216.5	0.0	326.0	0.0	220.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	37.0	37.0	33.0	69.0	33.0	69.0	50.890859724296575	0.0030805836311195043
450000	-2542.8904893507224	-2475.5525169332195	-67.337972417503	1.2288727738855796	2.7013063183400305	3	0	74.35981539107246	0.47970215423459583	912.0	912.0	0.0	911.0	0.0	911.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	37.0	37.0	33.0	69.0	33.0	69.0	38.52309988274479	0.002551020071163023
451000	-2533.4469902457495	-2485.9219308946535	-47.525059351095805	1.1917073493129244	3.2637769290731997	1	0	151.7052079230182	0.69740770721848	903.0	903.0	0.0	902.0	0.0	902.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.57225609668498	0.003099403196747871
452000	-2548.1218912546697	-2478.850066129575	-69.27182512509455	2.273703734978436	5.001424782764458	3	0	71.90550439121381	1.1017839233441435	486.5	486.5	551.0	1036.5	1102.0	896.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	45.128239801043364	0.005755618132717737
453000	-2580.041451494974	-2483.3277488440713	-96.71370265090262	3.4190562290299282	7.4287970392480265	5	0	49.26128840355401	2.6044373691224925	534.5	446.0	0.0	533.5	0.0	891.0	NaN	NaN	NaN	NaN	NaN	NaN	160.0	160.0	47.0	206.0	47.0	206.0	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	36.32639494739989	0.006769284988512864
454000	-2532.828726800401	-2483.857779138969	-48.97094766143224	2.7350478191205028	5.588703869195209	1	0	130.38983439873311	2.2349679755666676	889.0	889.0	0.0	888.0	0.0	888.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.072054340999742	0.009746212818922132
455000	-2580.9113372235693	-2483.470030782977	-97.441306440592	3.4908204120240107	7.435643371601128	6	0	46.65419362994958	1.8803078547278071	482.0	482.0	553.5	1034.5	1107.0	1177.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	55.0	55.0	15.0	69.0	15.0	69.0	28.676391163619734	0.005966421423650868
456000	-2565.4726573822268	-2481.8714750893073	-83.6011822929193	3.6633549134129053	7.693599727997092	5	1	39.020671108036794	1.2052662421801368	494.5	494.5	541.0	1034.5	0.0	1177.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	15.05530496666745	0.0043655556982427025
457000	-2579.149744690396	-2484.3639390596163	-94.78580563077976	2.70105426721279	5.846022562599614	5	1	35.23356023033767	1.7347598745718997	646.6666666666666	392.6666666666667	436.6666666666667	1082.3333333333333	389.0	1177.0	NaN	NaN	NaN	NaN	NaN	NaN	5.0	5.0	428.0	432.0	428.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	15.076487508260886	0.004979440194993889
458000	-2560.641409752944	-2487.459684133937	-73.18172561900701	4.68190614967102	9.588353997185196	4	0	33.29358360949513	2.1640840943857045	894.0	894.0	0.0	893.0	0.0	893.0	49.0	49.0	0.0	48.0	0.0	48.0	203.0	203.0	0.0	202.0	0.0	202.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	18.88005798831915	0.005744364349631674
459000	-2570.263738163867	-2488.6033101071735	-81.66042805669346	1.5695620227348557	3.6325839144504153	4	0	27.351879883891407	0.9347813780325855	321.6666666666667	317.6666666666667	369.0	689.6666666666666	0.0	1161.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.218752251356737	0.0064028152589669304
460000	-2569.1457907633403	-2484.887380520751	-84.25841024258939	2.250121981829433	5.265774219181514	4	1	34.97626969404224	0.5253641922170342	572.5	891.0	0.0	571.5	0.0	253.0	NaN	NaN	NaN	NaN	NaN	NaN	17.0	17.0	292.0	308.0	292.0	308.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	22.833089675582812	0.005618419540115977
461000	-2549.195991589577	-2487.8760554883256	-61.31993610125114	4.055065310909705	8.873242497779128	3	0	42.185019017569225	1.954029107623447	891.0	891.0	0.0	890.0	0.0	890.0	49.0	49.0	0.0	48.0	0.0	48.0	433.0	433.0	0.0	432.0	0.0	432.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.056053457407238	0.0030981773450850228
462000	-2549.689136744611	-2485.66559595063	-64.02354079398104	1.6018024846773702	3.726994400102221	3	0	41.41050887132564	0.602422513456279	891.0	891.0	0.0	890.0	0.0	890.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.5	35.0	0.0	55.5	0.0	69.0	15.434594968410174	0.006597080310253305
463000	-2542.0532856966047	-2487.3118227591544	-54.741462937450095	4.017289230160652	8.36394409585479	2	0	62.75564459767187	2.7351916321644714	891.0	891.0	0.0	890.0	0.0	890.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	46.570875724229005	0.00990143071709446
464000	-2546.4948227982654	-2485.314980510186	-61.17984228807937	2.3147589060652107	5.393100288698847	3	0	47.79372192205968	0.4403884863422036	889.0	889.0	0.0	888.0	0.0	888.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	34.49243938201997	0.013347270444853163
465000	-2566.049554844973	-2487.5983290001805	-78.45122584479279	3.0541301982189157	7.6212058092958905	3	0	73.9032134320358	1.7495542920382625	463.0	463.0	549.0	1011.0	1098.0	1137.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	44.81275527965089	0.012232616120150648
466000	-2546.7221757668653	-2482.919602708396	-63.80257305846937	1.6239159068981617	3.940403119653525	3	0	50.83480226174032	0.8421026800291159	888.0	888.0	0.0	887.0	0.0	887.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	94.1634834293541	0.008614088988750013
467000	-2566.5868039835723	-2486.183795273368	-80.40300871020435	1.8632628638970854	4.381697501448494	4	0	52.57935042512017	0.7064350027301085	531.0	298.0	86.5	616.5	173.0	893.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	28.78322928047196	0.002039982870017678
468000	-2533.8348168562507	-2485.546651547662	-48.28816530858869	2.2248594959029524	5.351716443226189	1	0	168.27220201119138	1.3814486753176476	904.0	904.0	0.0	903.0	0.0	903.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.16727499651564	0.002542556323720173
469000	-2559.1879183826272	-2480.559782337084	-78.62813604554302	3.3155719048063315	7.177138709508348	4	0	67.42768234282141	0.8825212725733588	469.0	469.0	572.0	1040.0	1144.0	903.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	49.39214894922264	0.006745895719407359
470000	-2588.803819679571	-2477.880654986604	-110.92316469296682	2.2520700034519963	5.338401887075307	6	0	97.6873927850902	0.44652430800807125	477.5	477.5	563.5	1040.0	0.0	903.0	48.0	24.5	0.0	47.0	0.0	48.0	135.0	135.0	0.0	134.0	0.0	134.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	59.71493836193842	8.290051657167995E-4
471000	-2565.5914356115886	-2482.431939960154	-83.15949565143453	1.730247949102565	4.207609900305162	3	0	184.4052265713025	1.0735356159721512	649.5	303.0	169.5	818.0	339.0	908.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	127.58507177574955	0.0010378246917033766
472000	-2575.895620537195	-2478.8753963809463	-97.0202241562489	2.314270860591845	5.058153702365294	4	0	129.6064580144303	1.3630757881494187	514.3333333333334	318.6666666666667	379.0	892.3333333333334	1137.0	586.0	23.0	23.0	26.0	48.0	26.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	123.79473576127258	0.0034484299589359326
473000	-2546.4060693100632	-2477.4683428834646	-68.9377264265988	1.3495380918281885	3.7019793204134595	3	0	104.56586006486464	0.5835179452389652	911.0	911.0	0.0	910.0	0.0	910.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	124.68696966085697	3.15400930906913E-4
474000	-2588.7589516945236	-2474.5477192309254	-114.21123246359822	1.2408326964098695	2.6629592129846835	6	0	80.56422433420322	0.5429053992263646	333.5	205.4	693.5	1026.0	0.0	844.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	55.09546863223309	7.493977452746207E-4
475000	-2557.2938654292298	-2480.415779493689	-76.87808593554058	3.3670321648999595	7.4789435262149055	3	1	152.6307542985977	1.1917345590374937	487.0	910.0	0.0	486.0	0.0	63.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	91.4412790583443	0.0028648900629785873
476000	-2536.8670182680435	-2482.9210864397937	-53.94593182824988	2.666039568687151	5.8047557774922804	1	0	242.30898851429	1.7376168739316702	920.0	920.0	0.0	919.0	0.0	919.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200.78300688086622	0.002444621727089913
477000	-2541.7126426604705	-2479.9153723189197	-61.79727034155072	3.2919728600288622	6.903973847893201	2	0	177.32127336242257	1.497064191155734	920.0	920.0	0.0	919.0	0.0	919.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	39.030063222408145	0.0014031598175474156
478000	-2584.4689976495088	-2482.1119307892013	-102.35706686030744	4.090906056376259	9.116203541115574	5	0	130.23252731039108	1.3686114445629394	520.5	520.5	526.5	1046.0	0.0	915.0	49.0	49.0	0.0	48.0	0.0	48.0	209.0	209.0	0.0	208.0	0.0	208.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	54.59157504716102	2.116514526144908E-4
479000	-2556.7122188026715	-2477.92362440728	-78.78859439539178	2.2997133405603014	4.854201206310655	3	0	202.41277836251473	0.9487734881412523	586.5	461.0	0.0	585.5	0.0	250.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	236.99132479683126	0.003234198464798473
480000	-2607.94297848079	-2484.1077261724	-123.83525230839003	5.116926722533734	10.61314048264093	6	0	100.79961458122257	1.7894936598249274	526.6666666666666	307.3333333333333	0.0	525.6666666666666	0.0	195.0	NaN	NaN	NaN	NaN	NaN	NaN	41.0	29.0	0.0	40.0	0.0	23.0	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	182.52545309449383	0.004681521888074002
481000	-2596.3725613023284	-2483.597540888658	-112.77502041367035	5.46593292237211	11.706397464092504	6	1	87.02664066947989	3.4792219553717167	408.6666666666667	249.5	519.6666666666666	927.3333333333334	1102.0	921.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	64.54419180849327	0.0028059198042087383
482000	-2560.97143304093	-2484.8173788006234	-76.15405424030675	2.629066780690244	5.830583949670675	4	0	45.12587098234282	1.3015831616718654	594.0	392.6666666666667	461.0	1054.0	922.0	1177.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	54.446464748742855	0.003861973750913881
483000	-2579.903046845528	-2481.568743002586	-98.33430384294202	1.1408932865799013	2.6273422073083728	5	0	51.83734409501936	0.5081696757127389	582.3333333333334	232.75	225.0	806.3333333333334	675.0	930.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	75.57128487904457	0.01877103357657673
484000	-2536.5308647360994	-2481.105718262796	-55.42514647330348	1.7621854335126417	3.845528388347839	2	0	92.46562032325775	1.1622541419379768	928.0	928.0	0.0	927.0	0.0	927.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	75.40227079693267	0.007952651275800138
485000	-2570.342698336453	-2484.962764291605	-85.37993404484811	3.9312078652649762	8.102294346897594	5	0	32.14612222931309	1.8299875501081548	595.5	392.6666666666667	458.5	1053.0	917.0	1177.0	49.0	49.0	0.0	48.0	0.0	48.0	NaN	NaN	NaN	NaN	NaN	NaN	9.0	9.0	0.0	8.0	0.0	8.0	NaN	NaN	NaN	NaN	NaN	NaN	70.0	70.0	0.0	69.0	0.0	69.0	47.00998677002919	0.010551529225203454
486000	-2554.748929474702	-2479.005555340853	-75.74337413384897	1.3410642544276667	3.02744113366193	3	0	95.2056674278107	0.900612380649306	494.5	494.5	559.5	1053.0	0.0	929.0	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.97017491619103	0.00297419260403027
487000	-2553.3362942311132	-2475.6891256522617	-77.64716857885152	2.179084764882304	4.793462375553394	3	0	151.00349799393533	1.4855176020476704	502.5	502.5	552.0	1053.5	0.0	1177.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	NaN	NaN	NaN	NaN	NaN	NaN	295.8534627664866	0.010758404973417006
488000	-2545.4390912241347	-2477.259298761441	-68.1797924626936	1.2978206257198184	2.916254323393909	2	0	259.32801995716824	0.857610357014289	484.0	484.0	569.0	1052.0	0.0	927.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	154.35972632983498	0.004511620878194514
489000	-2561.1349179141994	-2478.782341777276	-82.35257613692349	1.4234012986254716	3.3152403468624936	5	1	77.31944753488811	0.4611854424561056	925.0	925.0	0.0	924.0	0.0	924.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.0	16.0	0.0	15.0	0.0	15.0	70.0	70.0	0.0	69.0	0.0	69.0	98.39913092870518	0.005404021498768278
